Unnamed: 0,sentimen,tweet,tweet_no_stopwords,stem
371,positif,tidak semua nitijen paham ekonomi makro jadi pengennya yang instan yang langsung dirasakan tiap2 individu betapa beratnya jadi presiden indonesia sudah mbangun ini itu mikir ini itu masih saja dihujat entah ganti presiden atau tidak saya rasa nitijen memang cuma bisa ngehujat,tidak nitijen paham ekonomi makro pengennya instan langsung dirasakan tiap2 individu betapa beratnya presiden indonesia mbangun mikir dihujat ganti presiden tidak nitijen ngehujat,tidak nitijen paham ekonomi makro ken instan langsung rasa tiap2 individu betapa berat presiden indonesia mbangun mikir hujat ganti presiden tidak nitijen ngehujat
372,netral,bangsa yang besar bangsa yang menghargai budayanya itulah indonesianusantara ku ai,bangsa bangsa menghargai budayanya indonesianusantara ku ai,bangsa bangsa harga budaya indonesianusantara ku ai
373,negatif,dampaknya ekonominya gimana 7 otak mana otak y plonga plongo saja si,dampaknya ekonominya gimana 7 otak otak y plonga plongo si,dampak ekonomi gimana 7 otak otak y plonga plongo si
374,negatif,yaa karena memang di mata prabowo sbyudhoyono tidak dianggap berharga ayoo pak tempeleng balik donkk,yaa mata prabowo sbyudhoyono tidak dianggap berharga ayoo tempeleng donkk,yaa mata prabowo sbyudhoyono tidak anggap harga ayoo tempeleng donkk
375,netral,pertama kalinya di indonesia baru di era kepemimpinan jokowi harga bbm merata di seluruh indonesia pilihorangbaik pilihjelasislamnya pilihbajuputih,kalinya indonesia era kepemimpinan jokowi harga bbm merata indonesia pilihorangbaik pilihjelasislamnya pilihbajuputih,kali indonesia era pimpin jokowi harga bbm rata indonesia pilihorangbaik pilihjelasislamnya pilihbajuputih
376,positif,dengan mencoblos probowo sandi anda ikut beramal karena selama 5 tahun gaji prabowo sandi akan di sumbangkan ke fakir miskinkaum duafadll,mencoblos probowo sandi beramal 5 gaji prabowo sandi sumbangkan fakir miskinkaum duafadll,coblos probowo sandi amal 5 gaji prabowo sandi sumbang fakir miskinkaum duafadll
377,positif,kebijakan jokowi untuk bbm satu harga merupakan bentuk nyata keadilan sosial bagi rakyat indonesia pilihorangbaik pilihjelasislamnya pilihbajuputih,kebijakan jokowi bbm harga bentuk nyata keadilan sosial rakyat indonesia pilihorangbaik pilihjelasislamnya pilihbajuputih,bijak jokowi bbm harga bentuk nyata adil sosial rakyat indonesia pilihorangbaik pilihjelasislamnya pilihbajuputih
378,netral,dewi dan dedi jadi andalan pemerataan ekonomi jokowi kedepan,dewi dedi andalan pemerataan ekonomi jokowi kedepan,dewi dedi andal perata ekonomi jokowi depan
379,netral,komitmen prabowosandi tak akan ambil gaji serupiah pun jika terpilih,komitmen prabowosandi ambil gaji serupiah terpilih,komitmen prabowosandi ambil gaji rupiah pilih
380,positif,ada yang mencoba menarik simpati dengan cara menjadi korban hacker agar di kasihani dan didukung kami tetap menduking bapak jokowi yang hasil kerja nyata nya sudah terbukti bukan hanya janji ini murah itu murah tidak ambil gaji lah ini 2019 bung bukan jaman orba coblosputihjokowi,mencoba menarik simpati korban hacker kasihani didukung menduking jokowi hasil kerja nyata nya terbukti janji murah murah tidak ambil gaji 2019 jaman orba coblosputihjokowi,coba tarik simpati korban hacker kasihan dukung menduking jokowi hasil kerja nyata nya bukti janji murah murah tidak ambil gaji 2019 jaman orba coblosputihjokowi
381,netral,garagara ketimpangan ekonomi prabowo salahkan para presiden sebelum jokowi 01jokowiamin jokowimenangtotaldebat jkfc23456789 paltiwest alvinolulu katerinakwari a,garagara ketimpangan ekonomi prabowo salahkan presiden jokowi 01jokowiamin jokowimenangtotaldebat jkfc23456789 paltiwest alvinolulu katerinakwari a,garagara timpang ekonomi prabowo salah presiden jokowi 01jokowiamin jokowimenangtotaldebat jkfc23456789 paltiwest alvinolulu katerinakwari a
382,netral,populerb1 10 jokowi naikkan tax ratio drastis bisa guncang ekonomi,populerb1 10 jokowi naikkan tax ratio drastis guncang ekonomi,populerb1 10 jokowi naik tax ratio drastis guncang ekonomi
383,netral,ini yang katanya ahli ekonomi klrg itu ya cc tvonenews kompastv trans7,ahli ekonomi klrg ya cc tvonenews kompastv trans7,ahli ekonomi klrg ya cc tvonenews kompastv trans7
384,positif,ini yang ditanyakan jokowi katanya ekonomi digital alhamdullilah jawaban pak prabowo mantap betul sourcewhatsappa a,jokowi ekonomi digital alhamdullilah prabowo mantap sourcewhatsappa a,jokowi ekonomi digital alhamdullilah prabowo mantap sourcewhatsappa a
385,netral,soal ekonomi prabowo kita salah jalan,ekonomi prabowo salah jalan,ekonomi prabowo salah jalan
386,negatif,yang tanya yang bloon pertanyaan jebakan ekonomi digital kok mobile legend alhamdullilah prabowo tidak terjebak a,bloon jebakan ekonomi digital mobile legend alhamdullilah prabowo tidak terjebak a,bloon jebak ekonomi digital mobile legend alhamdullilah prabowo tidak jebak a
387,positif,kita ikut sodaqoh dengan ikhlas memilih prabowo sandiuno karena gaji mereka dipakai untuk menyantuni anak yatim dan faqir miskin sodaqoh vote bernilai sodaqoh,sodaqoh ikhlas memilih prabowo sandiuno gaji dipakai menyantuni anak yatim faqir miskin sodaqoh vote bernilai sodaqoh,sodaqoh ikhlas pilih prabowo sandiuno gaji pakai santun anak yatim faqir miskin sodaqoh vote nila sodaqoh
388,positif,semoga apa yang dicontohkan oleh ustadz abdul shomad yang minta dk diundang ke istana tidak diberi jabatan apapun jika prabowosandi mjd presiden prabowosandi tidak akan mengambil gaji nya akan banyak muncul orang2 ikhlas yang berjuang untuk indonesia adil dan makmur status17424472686874630a a,semoga dicontohkan ustadz abdul shomad dk diundang istana tidak jabatan apapun prabowosandi mjd presiden prabowosandi tidak mengambil gaji nya muncul orang2 ikhlas berjuang indonesia adil makmur status17424472686874630a a,moga contoh ustadz abdul shomad dk undang istana tidak jabat apa prabowosandi mjd presiden prabowosandi tidak ambil gaji nya muncul orang2 ikhlas juang indonesia adil makmur status17424472686874630a a
389,netral,auang sebesar itu dapat digunakan untuk membangun sekolah membangun rumah sakit meningkatkan kesejahteran rakyat melalui program ekonomi produktif dan perlindungan sosial serta membangun lebih banyak lagi infrastruktur tegas jokowi pilihorangbaik pilihjelasislamnya,auang membangun sekolah membangun rumah sakit meningkatkan kesejahteran rakyat program ekonomi produktif perlindungan sosial membangun infrastruktur jokowi pilihorangbaik pilihjelasislamnya,auang bangun sekolah bangun rumah sakit tingkat kesejahteran rakyat program ekonomi produktif lindung sosial bangun infrastruktur jokowi pilihorangbaik pilihjelasislamnya
390,negatif,pecatan tidak ngerti ekonomi y y y ngerti nya di sawer kamu wo pictwittercomztf4kwjtgj,pecatan tidak ngerti ekonomi y y y ngerti nya sawer wo pictwittercomztf4kwjtgj,pecat tidak ngerti ekonomi y y y ngerti nya sawer wo pictwittercomztf4kwjtgj
391,negatif,tidak butuh gajidisawer kok diterimagaji katanya bisa meningkatkan kinerja dan tanggung jawab,tidak butuh gajidisawer diterimagaji meningkatkan kinerja tanggung,tidak butuh gajidisawer diterimagaji tingkat kerja tanggung
392,positif,saya simpati pada kedua paslon ps meski belum pernah bcr pjg jika ketemu namun jujur sj yang sangat saya khawatirkan adalah jika beliau ini melanjutkan sistem ekonomi kolonial yang mengeksploitasi rakyat banyak kekayaan bangsa anak cucu karena belum paham dengan ekonomi berkeadilannya pancasila,simpati paslon ps bcr pjg ketemu jujur sj khawatirkan beliau melanjutkan sistem ekonomi kolonial mengeksploitasi rakyat kekayaan bangsa anak cucu paham ekonomi berkeadilannya pancasila,simpati paslon ps bcr pjg ketemu jujur sj khawatir beliau lanjut sistem ekonomi kolonial eksploitasi rakyat kaya bangsa anak cucu paham ekonomi adil pancasila
393,negatif,ora sudi pilih jokowi lagi kapok dan neg 2014 pilih berharap janji janjinya sesuai omongannya tapi realitanya bikin kacau balau ekonomi negeri ini 2019 keluarga besar kami sepakat pilih 02 prabowo sandi untuk perubahan dan hilangnya kedholiman dan ketidakadilan a,ora sudi pilih jokowi kapok neg 2014 pilih berharap janji janjinya sesuai omongannya realitanya bikin kacau balau ekonomi negeri 2019 keluarga sepakat pilih 02 prabowo sandi perubahan hilangnya kedholiman ketidakadilan a,ora sudi pilih jokowi kapok neg 2014 pilih harap janji janji sesuai omong realitanya bikin kacau balau ekonomi negeri 2019 keluarga sepakat pilih 02 prabowo sandi ubah hilang kedholiman ketidakadilan a
394,positif,asn dari zaman soeharto sampai sekarang jiwanya masih kalau ada uang urusan lancar dari dulu perekrutan asn salah ini yang mau dibenahi jokowi bukan asal menaikkan gaji dan mengangkat honorer sprti jnji prabowo lalu ektp mbak cepat jadi,asn zaman soeharto jiwanya uang urusan lancar perekrutan asn salah dibenahi jokowi menaikkan gaji mengangkat honorer sprti jnji prabowo ektp mbak cepat,asn zaman soeharto jiwa uang urus lancar rekrut asn salah benah jokowi naik gaji angkat honorer sprti jnji prabowo ektp mbak cepat
395,positif,kami titipkan amanah kami kepadamu bang tetaplah perjuangkan ekonomi kerakyatan,titipkan amanah kepadamu bang tetaplah perjuangkan ekonomi kerakyatan,titip amanah kepada bang tetap juang ekonomi rakyat
396,negatif,apakah jessnolimit itu seorang negarawan apa urusannya game dengan kesejahteraan rakyat ini yang jadi tema soal ekonomi jelas berdasarkan ekonomi negara yang mengurus kepentingan umum kepentingan pokok masyarakat bukan games,jessnolimit negarawan urusannya game kesejahteraan rakyat tema ekonomi berdasarkan ekonomi negara mengurus kepentingan kepentingan pokok masyarakat games,jessnolimit negarawan urus game sejahtera rakyat tema ekonomi dasar ekonomi negara urus penting penting pokok masyarakat games
397,netral,pasca dilantik menjadi presiden joko widodo jokowi tidak membuang waktu dengan agenda utama reformasi ekonomi konektivitas antar wilayah dan produktivitas pilihorangbaik,pasca dilantik presiden joko widodo jokowi tidak membuang agenda utama reformasi ekonomi konektivitas wilayah produktivitas pilihorangbaik,pasca lantik presiden joko widodo jokowi tidak buang agenda utama reformasi ekonomi konektivitas wilayah produktivitas pilihorangbaik
398,netral,capres 01 jokowi nasabah usaha mikro di pesantren hampir 90 persen adalah wanita kami meyakini program kita bisa memberikan kemandirian bagi ekonomi keluarga debatpilpres2019 pictwittercomf5xazfxlgr,capres 01 jokowi nasabah usaha mikro pesantren 90 persen wanita program kemandirian ekonomi keluarga debatpilpres2019 pictwittercomf5xazfxlgr,capres 01 jokowi nasabah usaha mikro pesantren 90 persen wanita program mandiri ekonomi keluarga debatpilpres2019 pictwittercomf5xazfxlgr
399,positif,mahal ini kelas masyaallah bila terpilih prabowosandi janji tak ambil gaji catatan a,mahal kelas masyaallah terpilih prabowosandi janji ambil gaji catatan a,mahal kelas masyaallah pilih prabowosandi janji ambil gaji catat a
400,netral,apa yang akan bapak prabowo lakukan dalam rangka pengembangan ekonomi digital dalam hal ini pengembangan esport mobile legend ke depan,prabowo lakukan rangka pengembangan ekonomi digital pengembangan esport mobile legend,prabowo laku rangka kembang ekonomi digital kembang esport mobile legend
401,negatif,sangat aneh dan membingungkan kalau ada letjen pecatan yang seumur2 cuma di militer tidak pernah jadi menteri pun tetapi berkali2 mengatakan dari dulu ekonomi salah arah pertanyaannya salah arahnya dimana dan solusinya apa betul2 ngawur,aneh membingungkan letjen pecatan seumur2 militer tidak menteri berkali2 ekonomi salah arah pertanyaannya salah arahnya dimana solusinya betul2 ngawur,aneh bingung letjen pecat seumur2 militer tidak menteri berkali2 ekonomi salah arah tanya salah arah mana solusi betul2 ngawur
402,netral,pemerintah jokowi begitu bersemangat untuk memastikan berjalannya pembangkit listrik pltucilacap demi memasok aliran listrik untuk rumah tangga industri dan ekonomi indonesia lebih baik jokowimembangun 2019pilihjokowi jokowiorangbaik jokowilagi pictwittercomqbcvoehvhg,pemerintah jokowi bersemangat berjalannya pembangkit listrik pltucilacap memasok aliran listrik rumah tangga industri ekonomi indonesia jokowimembangun 2019pilihjokowi jokowiorangbaik jokowilagi pictwittercomqbcvoehvhg,perintah jokowi semangat jalan bangkit listrik pltucilacap pasok alir listrik rumah tangga industri ekonomi indonesia jokowimembangun 2019pilihjokowi jokowiorangbaik jokowilagi pictwittercomqbcvoehvhg
403,negatif,tampangnya pengangguran begitu mental pak ogah orang dungu kaya begitu paling gampang di bodohin dijanjiin hidup senang jika prabowo menang sudah pasti harga mati memang jika wowo menang hidupnya bakal enak ngimpi,tampangnya pengangguran mental ogah orang dungu kaya gampang bodohin dijanjiin hidup senang prabowo menang harga mati wowo menang hidupnya enak ngimpi,tampang anggur mental ogah orang dungu kaya gampang bodohin dijanjiin hidup senang prabowo menang harga mati wowo menang hidup enak ngimpi
404,netral,jokowimenangtotaldebat 3 kartu jokowi jadi jurus jitu program untuk kesejahteraan dan peningkatan ekonomi indonesia 01ndonesiamaju,jokowimenangtotaldebat 3 kartu jokowi jurus jitu program kesejahteraan peningkatan ekonomi indonesia 01ndonesiamaju,jokowimenangtotaldebat 3 kartu jokowi jurus jitu program sejahtera tingkat ekonomi indonesia 01ndonesiamaju
405,negatif,nah kan buanyak beeng yang nyinyirin tentang janji pak prabowo dan bang sandiuno tidak akan ambil gaji miris liat kelakuan orang2 yang jempolnya loncer kek gini tidak tahu ya nyinyirin orang shodaqoh itu ciri2 munafiqun lihat at tawbah 79 uasdifitnahkejidanbrutal,buanyak beeng nyinyirin janji prabowo bang sandiuno tidak ambil gaji miris liat kelakuan orang2 jempolnya loncer kek gini tidak ya nyinyirin orang shodaqoh ciri2 munafiqun lihat at tawbah 79 uasdifitnahkejidanbrutal,buanyak beeng nyinyirin janji prabowo bang sandiuno tidak ambil gaji miris liat laku orang2 jempol loncer kek gin tidak ya nyinyirin orang shodaqoh ciri2 munafiqun lihat at tawbah 79 uasdifitnahkejidanbrutal
406,negatif,inilah kelakuan para jongos2nya si jokowi terus menebar kebencian sehingga akhirnya kini mayoritas rakyat dmn2 menginginkan ganti presiden dan itu harga mati mau curang silahkan berarti siap2 di gulingkan peoplepower chaos,kelakuan jongos2nya si jokowi menebar kebencian mayoritas rakyat dmn2 ganti presiden harga mati curang silahkan siap2 gulingkan peoplepower chaos,laku jongos2nya si jokowi tebar benci mayoritas rakyat dmn2 ganti presiden harga mati curang silah siap2 guling peoplepower chaos
407,netral,rizal ramli ekonomi indonesia tumbuh 8 persen kalau prabowo terpilih mediumpostutm sourcefacebookutm campaigninta a,rizal ramli ekonomi indonesia tumbuh 8 persen prabowo terpilih mediumpostutm sourcefacebookutm campaigninta a,rizal ramli ekonomi indonesia tumbuh 8 persen prabowo pilih mediumpostutm sourcefacebookutm campaigninta a
408,positif,insyaallah sudah paham mbah maksud saya apakah perlu kita menimbang ulang nkri yang oleh banyak orang dilabeli harga mati yang padahal sejatinya sudah diperkosa berkali kali sedangkan output harga mati tersebut adalah dikebirinya berbagai landasan fundamental negara ini yTMyTMyTM,insyaallah paham mbah maksud menimbang ulang nkri orang dilabeli harga mati sejatinya diperkosa berkali kali output harga mati dikebirinya landasan fundamental negara ytmytmytm,insyaallah paham mbah maksud timbang ulang nkri orang label harga mati sejati perkosa kali kali output harga mati bir landas fundamental negara ytmytmytm
409,positif,setuju tapi tweet anda itu tidak pantas dengan kata seperti itu apa perkataan anda itu benar kalau salah anda bisa kena tuntut saling menghargaisebaiknya anda pakai sopan santun dalam berbicara,setuju tweet tidak perkataan salah kena tuntut menghargaisebaiknya pakai sopan santun berbicara,tuju tweet tidak kata salah kena tuntut menghargaisebaiknya pakai sopan santun bicara
410,positif,pak ari saya percaya pak prabowo dan pak sandiaga tidak akan ambil gaji toh gajinya hanya 70 juta rupiah per bulan yang notabene hanya recehan bagi mereka kalau hanya diimingimingi hal seperti itu saja tidak akan bikin saya goyah dan berubah haluan ke kubu 02,ari percaya prabowo sandiaga tidak ambil gaji gajinya 70 juta rupiah notabene recehan diimingimingi tidak bikin goyah berubah haluan kubu 02,ari percaya prabowo sandiaga tidak ambil gaji gaji 70 juta rupiah notabene receh diimingimingi tidak bikin goyah ubah haluan kubu 02
